ticket_id,created_at,updated_at,severity,status,attack_pattern,affected_assets,affected_users,tactic_chain,technique_chain,initial_alert_id,total_alerts_correlated,analyst_assigned,containment_action,financial_impact_npr,is_confirmed_attack,resolution_notes,mitre_navigator_link
INC-20250202-3594,2025-02-02 03:01:18.550,2025-02-03 08:01:18.290,critical,investigating,Ransomware_Staging,WS-KTM-032|WS-KTM-050,user_5941|user_5636,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20250521-C91574C8,48,analyst_01,firewall_block,0,False,,https://attack.mitre.org/techniques/T1566/002/
INC-20250202-1716,2025-02-02 04:26:50.909,2025-02-04 02:26:50.236,critical,contained,SWIFT_Tampering,WS-BTW-004,user_9464|user_2648|user_6100,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250709-A51AC696,13,analyst_04,none,2695609,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1190/
INC-20250202-2188,2025-02-02 05:18:06.279,2025-02-03 09:18:06.021,low,false_positive,Recon_PortScan,WS-KTM-031|SRV-APP-01,user_6129|user_6146,TA0007,T1046,IDS-20250623-5BC64830,33,analyst_06,endpoint_quarantine,0,False,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1046/
INC-20250202-1800,2025-02-02 08:24:20.053,2025-02-04 19:24:20.963,high,open,InsiderDataGrab,WS-KTM-003|WS-PKR-017|WS-KTM-015,,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20260224-3B600F4F,54,analyst_01,none,2000488,True,,https://attack.mitre.org/techniques/T1078/
INC-20250202-4906,2025-02-02 08:38:48.742,2025-02-04 16:38:48.698,critical,resolved,Saturday_Night_C2,WS-PKR-002|WS-BTW-007|WS-PKR-014|WS-KTM-048,user_1294,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250705-EA998B97,74,analyst_05,firewall_block,0,False,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1566/001/
INC-20250202-3914,2025-02-02 11:41:31.004,2025-02-04 08:41:31.153,critical,false_positive,ATM_Jackpotting,WS-KTM-028|WS-KTM-011|SRV-DC-02|WS-PKR-014,user_1094|user_8647|user_1616,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20251003-93EAF9D7,40,analyst_03,firewall_block,0,False,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1195/
INC-20250202-3063,2025-02-02 13:19:32.713,2025-02-04 11:19:32.996,critical,open,Saturday_Night_C2,ATM-PKR-004|WS-KTM-018|WS-KTM-028,user_2141,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20260408-6068B29A,34,analyst_04,firewall_block,0,True,,https://attack.mitre.org/techniques/T1566/001/
INC-20250202-0956,2025-02-02 13:53:19.403,2025-02-03 22:53:19.666,critical,contained,SWIFT_Tampering,WS-KTM-054|WS-KTM-028,user_5336,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250810-438D8FDD,62,analyst_08,network_isolation,0,True,Ransomware binary quarantined before detonation. Restored from backup. Patched EternalBlue vulnerability on affected hosts.,https://attack.mitre.org/techniques/T1190/
INC-20250202-3151,2025-02-02 14:43:28.249,2025-02-05 13:43:28.857,medium,resolved,WebApp_SQLi,WS-KTM-029|WS-KTM-043,user_6689|user_8557|user_7935,TA0001|TA0006,T1190|T1555,IDS-20260302-FE69826C,27,analyst_05,none,0,True,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1190/
INC-20250202-3516,2025-02-02 15:23:06.851,2025-02-03 06:23:06.899,high,investigating,LateralSpread,WS-KTM-031,,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20260224-D50DB856,41,analyst_01,network_isolation,0,True,,https://attack.mitre.org/techniques/T1110/001/
INC-20250202-4475,2025-02-02 15:33:36.427,2025-02-02 16:33:36.767,medium,resolved,WebApp_SQLi,WS-BTW-005|ATM-KTM-008,,TA0001|TA0006,T1190|T1555,IDS-20260603-A06C699A,9,analyst_01,firewall_block,0,True,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1190/
INC-20250202-0159,2025-02-02 18:14:58.543,2025-02-05 13:14:58.179,critical,open,Saturday_Night_C2,WS-KTM-055,,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250517-B2C96A8F,4,analyst_05,firewall_block,4003202,True,,https://attack.mitre.org/techniques/T1566/001/
INC-20250202-4447,2025-02-02 19:19:45.097,2025-02-03 01:19:45.398,low,resolved,Recon_PortScan,WS-KTM-021|WS-KTM-018|WS-PKR-008|WS-PKR-019,,TA0007,T1046,IDS-20260408-21AE8308,37,analyst_05,network_isolation,0,True,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1046/
INC-20250202-1270,2025-02-02 23:24:41.859,2025-02-04 23:24:41.987,low,investigating,Recon_PortScan,WS-KTM-027,user_5692|user_4673,TA0007,T1046,IDS-20250620-78DD8D05,15,analyst_02,network_isolation,0,True,,https://attack.mitre.org/techniques/T1046/
INC-20250203-2671,2025-02-03 01:57:38.063,2025-02-04 19:57:38.463,medium,open,WebApp_SQLi,WS-KTM-003,,TA0001|TA0006,T1190|T1555,IDS-20251227-8F3DCD9E,3,analyst_06,network_isolation,0,True,,https://attack.mitre.org/techniques/T1190/
INC-20250203-3841,2025-02-03 03:05:58.738,2025-02-04 04:05:58.974,medium,resolved,BruteForce_SSH,ATM-KTM-001|WS-KTM-011,user_6792,TA0006|TA0001,T1110.001|T1078,IDS-20250713-8390CF8D,74,analyst_06,firewall_block,0,True,Ransomware binary quarantined before detonation. Restored from backup. Patched EternalBlue vulnerability on affected hosts.,https://attack.mitre.org/techniques/T1110/001/
INC-20250203-0087,2025-02-03 11:40:42.775,2025-02-05 04:40:42.703,medium,resolved,DNS_Tunneling,WS-KTM-048|WS-KTM-027,user_7920|user_4658|user_9055,TA0011|TA0010,T1071.004|T1048.001,IDS-20260224-537933CC,25,analyst_07,none,0,True,Ransomware binary quarantined before detonation. Restored from backup. Patched EternalBlue vulnerability on affected hosts.,https://attack.mitre.org/techniques/T1071/004/
INC-20250203-1635,2025-02-03 20:43:43.476,2025-02-05 08:43:43.542,critical,contained,Saturday_Night_C2,WS-KTM-029|WS-PKR-009,user_8345,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20260207-B687FC9A,49,analyst_05,endpoint_quarantine,0,True,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1566/001/
INC-20250203-2561,2025-02-03 20:47:43.791,2025-02-06 01:47:43.742,critical,resolved,SWIFT_Tampering,WS-KTM-015|WS-KTM-049,user_8537|user_4490,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250304-774780FF,77,analyst_06,account_disable,2338256,True,Port scan sourced from internal pentesting team. Documented and closed.,https://attack.mitre.org/techniques/T1190/
INC-20250203-3022,2025-02-03 23:32:02.655,2025-02-06 03:32:02.425,medium,false_positive,DNS_Tunneling,ATM-KTM-005,user_3996|user_1812|user_2013,TA0011|TA0010,T1071.004|T1048.001,IDS-20260402-512BB43E,14,analyst_03,network_isolation,0,False,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1071/004/
INC-20250204-3547,2025-02-04 03:49:29.972,2025-02-05 23:49:29.392,critical,resolved,SWIFT_Tampering,ATM-KTM-006|WS-KTM-006|WS-PKR-003|WS-KTM-011,user_1021,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250802-74DC1996,18,analyst_01,account_disable,0,True,Port scan sourced from internal pentesting team. Documented and closed.,https://attack.mitre.org/techniques/T1190/
INC-20250204-0275,2025-02-04 04:18:47.763,2025-02-05 10:18:47.437,low,resolved,Recon_PortScan,WS-BTW-008|SRV-PROXY-01,user_3495|user_2520,TA0007,T1046,IDS-20251227-DE66636C,80,analyst_01,endpoint_quarantine,0,True,Port scan sourced from internal pentesting team. Documented and closed.,https://attack.mitre.org/techniques/T1046/
INC-20250204-3180,2025-02-04 11:14:58.231,2025-02-05 06:14:58.695,critical,resolved,Saturday_Night_C2,WS-KTM-059|WS-KTM-021,user_2316,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250810-3EB56892,63,analyst_07,none,0,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1566/001/
INC-20250204-0210,2025-02-04 13:13:05.409,2025-02-06 13:13:05.897,high,resolved,DataExfil_HTTPS,WS-KTM-043,,TA0009|TA0010,T1213|T1048.002,IDS-20250721-10B6A5DC,44,analyst_02,network_isolation,4849791,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1213/
INC-20250204-1857,2025-02-04 13:26:16.297,2025-02-07 08:26:16.386,critical,resolved,SWIFT_Tampering,WS-KTM-048|ATM-KTM-002,user_2493|user_5358|user_4514,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20260603-4FFB9DAA,24,analyst_08,network_isolation,0,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1190/
INC-20250204-0372,2025-02-04 13:36:14.721,2025-02-04 20:36:14.293,low,investigating,Recon_PortScan,SRV-PROXY-01|WS-KTM-035|WS-PKR-011,user_9942|user_4564|user_5157,TA0007,T1046,IDS-20250220-12230E70,32,analyst_06,account_disable,0,False,,https://attack.mitre.org/techniques/T1046/
INC-20250204-0293,2025-02-04 14:00:41.554,2025-02-05 03:00:41.437,critical,resolved,SWIFT_Tampering,WS-KTM-029,user_5773|user_7612,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250304-9E09597D,31,analyst_02,network_isolation,0,True,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1190/
INC-20250204-0345,2025-02-04 16:16:38.979,2025-02-05 05:16:38.970,high,resolved,InsiderDataGrab,WS-PKR-016|WS-KTM-013|ATM-KTM-005,,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20250619-43909C41,40,analyst_08,network_isolation,0,True,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1078/
INC-20250204-3445,2025-02-04 17:30:38.549,2025-02-05 13:30:38.163,medium,investigating,DNS_Tunneling,WS-BTW-004|WS-KTM-029,user_6614|user_6577,TA0011|TA0010,T1071.004|T1048.001,IDS-20260408-22791B76,32,analyst_08,network_isolation,0,True,,https://attack.mitre.org/techniques/T1071/004/
INC-20250204-1526,2025-02-04 20:40:26.820,2025-02-07 18:40:26.567,low,resolved,Recon_PortScan,WS-PKR-002|WS-KTM-028|WS-KTM-045|ATM-KTM-002,user_2021|user_5350|user_6441,TA0007,T1046,IDS-20260104-CF558911,3,analyst_08,firewall_block,0,True,Brute force source blocked at perimeter. No successful authentication observed. Account lockout policy confirmed active.,https://attack.mitre.org/techniques/T1046/
INC-20250204-2447,2025-02-04 21:32:59.817,2025-02-07 07:32:59.625,critical,resolved,Saturday_Night_C2,WS-PKR-004|WS-BTW-005|WS-KTM-003|ATM-PKR-004,,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250712-102D1816,44,analyst_08,endpoint_quarantine,0,False,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1566/001/
INC-20250205-0863,2025-02-05 00:28:47.052,2025-02-07 04:28:47.458,high,investigating,DataExfil_HTTPS,WS-KTM-051|WS-PKR-016|WS-KTM-031|ATM-KTM-006,user_3797|user_1087,TA0009|TA0010,T1213|T1048.002,IDS-20250504-EA2EC5CB,35,analyst_07,network_isolation,0,True,,https://attack.mitre.org/techniques/T1213/
INC-20250205-3957,2025-02-05 05:49:52.704,2025-02-07 06:49:52.706,medium,resolved,DNS_Tunneling,SRV-FILE-01|WS-KTM-048|WS-PKR-008,user_1560|user_6000|user_3321,TA0011|TA0010,T1071.004|T1048.001,IDS-20251221-DEAA1046,22,analyst_04,none,0,True,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1071/004/
INC-20250205-3921,2025-02-05 08:20:27.969,2025-02-07 20:20:27.945,high,resolved,DataExfil_HTTPS,WS-KTM-051,user_9845,TA0009|TA0010,T1213|T1048.002,IDS-20250802-BA483FE3,15,analyst_04,account_disable,4139578,True,Brute force source blocked at perimeter. No successful authentication observed. Account lockout policy confirmed active.,https://attack.mitre.org/techniques/T1213/
INC-20250205-2327,2025-02-05 10:00:15.051,2025-02-08 05:00:15.864,critical,resolved,Ransomware_Staging,WS-BTW-004,user_2940,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20250713-E34517B6,17,analyst_05,network_isolation,0,True,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1566/002/
INC-20250205-1757,2025-02-05 10:41:19.648,2025-02-06 09:41:19.502,critical,investigating,SWIFT_Tampering,WS-PKR-014|WS-PKR-006|WS-PKR-005|WS-KTM-024,user_2616|user_3669|user_6991,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20251221-2CDA5C0D,23,analyst_02,none,1836555,True,,https://attack.mitre.org/techniques/T1190/
INC-20250205-1815,2025-02-05 11:00:28.837,2025-02-07 19:00:28.446,high,resolved,InsiderDataGrab,SRV-SQL-02|ATM-KTM-008|WS-BTW-009,user_1393|user_6602|user_8226,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20250517-B43445CA,38,analyst_02,account_disable,0,True,Ransomware binary quarantined before detonation. Restored from backup. Patched EternalBlue vulnerability on affected hosts.,https://attack.mitre.org/techniques/T1078/
INC-20250205-0781,2025-02-05 12:42:56.198,2025-02-05 22:42:56.291,low,investigating,Recon_PortScan,ATM-KTM-001|SRV-DC-01|ATM-PKR-004|WS-KTM-012,user_6981,TA0007,T1046,IDS-20250705-50A86912,29,analyst_04,none,0,True,,https://attack.mitre.org/techniques/T1046/
INC-20250205-2925,2025-02-05 15:43:32.666,2025-02-05 19:43:32.341,high,resolved,LateralSpread,WS-KTM-051|WS-KTM-029|ATM-KTM-009,user_5770,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20250504-197B381B,67,analyst_04,network_isolation,4959709,True,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1110/001/
INC-20250205-0862,2025-02-05 19:02:25.649,2025-02-06 13:02:25.621,medium,resolved,BruteForce_SSH,WS-KTM-039|SRV-FILE-01|WS-KTM-058,user_5660|user_8066|user_9693,TA0006|TA0001,T1110.001|T1078,IDS-20251227-FBD7F663,63,analyst_04,none,0,True,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1110/001/
INC-20250205-2247,2025-02-05 19:55:46.940,2025-02-06 08:55:46.673,high,open,LateralSpread,WS-PKR-008,user_1735|user_1685|user_5078,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20260128-DB8253D9,74,analyst_03,none,0,True,,https://attack.mitre.org/techniques/T1110/001/
INC-20250205-1034,2025-02-05 20:04:24.823,2025-02-08 09:04:24.238,low,resolved,Recon_PortScan,WS-KTM-046|WS-KTM-020|SWIFT-GW-02,user_8909|user_4821,TA0007,T1046,IDS-20251221-26904295,76,analyst_04,endpoint_quarantine,0,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1046/
INC-20250205-1282,2025-02-05 22:01:25.303,2025-02-06 22:01:25.401,critical,resolved,SWIFT_Tampering,WS-KTM-028,,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20250712-1B3DE433,36,analyst_01,network_isolation,2812980,True,Insider threat escalated to HR and legal. DLP logs preserved. User account suspended pending investigation.,https://attack.mitre.org/techniques/T1190/
INC-20250205-1742,2025-02-05 22:28:37.132,2025-02-08 04:28:37.839,critical,resolved,ATM_Jackpotting,SWIFT-GW-01|WS-BTW-003,user_6081|user_9200|user_9751,TA0001|TA0002|TA0040,T1195|T1059.003|T1496,IDS-20260603-6531AEAC,71,analyst_04,account_disable,377378,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1195/
INC-20250206-1622,2025-02-06 01:27:33.464,2025-02-08 00:27:33.655,critical,investigating,Ransomware_Staging,ATM-KTM-004|WS-KTM-016|ATM-PKR-003,user_1695|user_7984,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20251127-151B5D0C,5,analyst_03,account_disable,538033,True,,https://attack.mitre.org/techniques/T1566/002/
INC-20250206-4559,2025-02-06 02:10:00.461,2025-02-09 00:10:00.187,high,resolved,LateralSpread,ATM-KTM-009|ATM-PKR-001|SWIFT-GW-03,user_9634|user_2367|user_8312,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20251025-A9D5ECBA,23,analyst_04,endpoint_quarantine,0,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1110/001/
INC-20250206-4847,2025-02-06 08:39:27.835,2025-02-08 03:39:27.367,high,contained,InsiderDataGrab,WS-PKR-010|WS-KTM-028|SRV-FILE-01|WS-KTM-018,user_2274|user_4435,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20251213-8AFFDBF2,43,analyst_06,account_disable,0,True,Port scan sourced from internal pentesting team. Documented and closed.,https://attack.mitre.org/techniques/T1078/
INC-20250206-1908,2025-02-06 08:49:24.095,2025-02-09 03:49:24.521,high,contained,DataExfil_HTTPS,WS-KTM-036|WS-KTM-042,user_4105|user_2372,TA0009|TA0010,T1213|T1048.002,IDS-20250709-A5FE26F4,75,analyst_04,network_isolation,0,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1213/
INC-20250206-COMM005,2025-02-06 10:29:39.803,2025-02-07 20:29:39.502,critical,investigating,COMM-018,WS-KTM-047|SRV-DC-01|SRV-SQL-01|SWIFT-GW-01,user_4667|svc_swift_3,TA0001|TA0011|TA0008|TA0008|TA0006|TA0009|TA0040,T1566.001|T1071.001|T1021.002|T1021.001|T1078.002|T1565.001|T1657,IDS-20250709-5B8BECDA,157,analyst_01,network_isolation,3072705,True,COMM-018 kill chain confirmed. WS-KTM-047 initial compromise via phishing. Lateral movement to SRV-DC-01 via Pass-the-Hash. SRV-SQL-01 accessed for credential harvest. SWIFT-GW-01 reached and fraudulent MT103 attempted. Blocked before settlement. Forensic imaging complete. NRB notification filed.,https://attack.mitre.org/techniques/T1566/001/
INC-20250206-1440,2025-02-06 10:45:46.032,2025-02-06 21:45:46.434,high,open,InsiderDataGrab,WS-PKR-005,user_2143|user_5621,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20251210-C3687DF1,65,analyst_08,firewall_block,2894428,True,,https://attack.mitre.org/techniques/T1078/
INC-20250206-0443,2025-02-06 14:26:12.385,2025-02-08 08:26:12.810,low,resolved,Recon_PortScan,WS-KTM-041|WS-BTW-005|WS-PKR-015,user_6842|user_9108,TA0007,T1046,IDS-20260209-F9698694,59,analyst_06,firewall_block,0,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1046/
INC-20250206-4036,2025-02-06 14:52:35.731,2025-02-09 08:52:35.377,high,false_positive,LateralSpread,WS-KTM-037|SRV-FILE-01,user_2419,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20250318-3ED6535C,25,analyst_02,endpoint_quarantine,0,False,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1110/001/
INC-20250206-3178,2025-02-06 15:31:04.376,2025-02-07 07:31:04.133,medium,false_positive,DNS_Tunneling,WS-KTM-017|WS-KTM-018,user_2928,TA0011|TA0010,T1071.004|T1048.001,IDS-20250427-5F1E53DD,32,analyst_08,firewall_block,0,False,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1071/004/
INC-20250206-2108,2025-02-06 15:46:26.105,2025-02-07 15:46:26.889,low,resolved,Recon_PortScan,WS-KTM-016|WS-PKR-013|SWIFT-GW-02,,TA0007,T1046,IDS-20260207-26AE6406,61,analyst_04,account_disable,0,True,SQL injection attempt blocked by WAF. No data exfiltration detected. WAF rule updated.,https://attack.mitre.org/techniques/T1046/
INC-20250206-2965,2025-02-06 18:53:07.989,2025-02-08 22:53:07.310,high,investigating,LateralSpread,SWIFT-GW-01|WS-KTM-006|WS-PKR-008,,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20250414-BF1C33E0,10,analyst_04,none,0,True,,https://attack.mitre.org/techniques/T1110/001/
INC-20250206-3044,2025-02-06 19:30:21.754,2025-02-09 13:30:21.629,high,resolved,InsiderDataGrab,WS-KTM-043|WS-BTW-001|SRV-DC-02,user_4718|user_3818|user_9910,TA0006|TA0009|TA0010,T1078|T1213|T1048,IDS-20260207-A2D936DF,66,analyst_05,endpoint_quarantine,0,False,DNS tunneling payload decoded. C2 domain sinkholed. Host reimaged.,https://attack.mitre.org/techniques/T1078/
INC-20250206-2599,2025-02-06 23:37:42.074,2025-02-08 10:37:42.493,high,resolved,DataExfil_HTTPS,WS-KTM-016|WS-KTM-040,user_1317,TA0009|TA0010,T1213|T1048.002,IDS-20260217-6F4F2373,10,analyst_07,account_disable,1770047,True,SWIFT transaction logs reviewed. No fraudulent transfers confirmed. SWIFT gateway access audit initiated per NRB directive.,https://attack.mitre.org/techniques/T1213/
INC-20250207-4963,2025-02-07 05:37:46.549,2025-02-09 14:37:46.126,critical,resolved,SWIFT_Tampering,WS-KTM-045|WS-PKR-010|WS-KTM-056,user_4218|user_7734|user_1724,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20260104-E484AD2E,51,analyst_06,endpoint_quarantine,2904929,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1190/
INC-20250207-0852,2025-02-07 09:28:17.419,2025-02-07 23:28:17.752,high,resolved,LateralSpread,WS-BTW-005|WS-KTM-043,user_1222,TA0006|TA0008|TA0007,T1110.001|T1021.002|T1046,IDS-20260224-52BE6953,10,analyst_02,network_isolation,0,True,ATM software integrity check passed. Connection traced to vendor maintenance window. Vendor access policy updated.,https://attack.mitre.org/techniques/T1110/001/
INC-20250207-4786,2025-02-07 11:57:38.835,2025-02-08 01:57:38.131,medium,resolved,BruteForce_SSH,WS-KTM-044|ATM-KTM-004|WS-KTM-058|WS-KTM-009,user_7934|user_2579,TA0006|TA0001,T1110.001|T1078,IDS-20260624-510AC79E,34,analyst_05,firewall_block,0,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1110/001/
INC-20250207-2333,2025-02-07 17:31:31.340,2025-02-09 04:31:31.342,critical,false_positive,Saturday_Night_C2,WS-KTM-021|ATM-KTM-005|WS-PKR-003|WS-KTM-009,,TA0001|TA0011|TA0008|TA0009|TA0010,T1566.001|T1071.001|T1021.002|T1213|T1048.002,IDS-20250413-3A28739C,17,analyst_01,none,0,False,Lateral movement contained. SMB signing enforced on affected segment. Credential reset for compromised account.,https://attack.mitre.org/techniques/T1566/001/
INC-20250207-2765,2025-02-07 17:49:41.128,2025-02-07 21:49:41.091,critical,resolved,SWIFT_Tampering,SRV-PROXY-01|WS-BTW-007,user_8722|user_5965,TA0001|TA0003|TA0006|TA0009|TA0040,T1190|T1078|T1555|T1565.001|T1657,IDS-20251208-FC0BD326,30,analyst_07,firewall_block,4594017,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1190/
INC-20250207-2001,2025-02-07 20:00:47.844,2025-02-10 04:00:47.207,high,investigating,DataExfil_HTTPS,WS-PKR-019|SRV-APP-02|ATM-KTM-004|ATM-KTM-003,user_5823|user_3168|user_3802,TA0009|TA0010,T1213|T1048.002,IDS-20251026-850D456E,48,analyst_02,endpoint_quarantine,4295307,True,,https://attack.mitre.org/techniques/T1213/
INC-20250208-3155,2025-02-08 00:14:40.997,2025-02-10 23:14:40.980,low,resolved,Recon_PortScan,WS-PKR-010|WS-PKR-016|WS-KTM-042|WS-KTM-009,user_9250|user_5801|user_4462,TA0007,T1046,IDS-20260625-BD81F8BD,7,analyst_05,endpoint_quarantine,0,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1046/
INC-20250208-2968,2025-02-08 02:42:59.308,2025-02-08 04:42:59.650,low,contained,Recon_PortScan,WS-KTM-027|WS-PKR-006|WS-BTW-001,user_5083,TA0007,T1046,IDS-20251227-3B337C27,36,analyst_03,network_isolation,0,True,Contained via account disable. Forensic image taken. Passed to threat intel team for IOC extraction.,https://attack.mitre.org/techniques/T1046/
INC-20250208-4930,2025-02-08 04:04:54.712,2025-02-10 06:04:54.070,critical,resolved,Ransomware_Staging,WS-PKR-018,user_3690|user_7161|user_6745,TA0001|TA0002|TA0008|TA0040,T1566.002|T1059.001|T1021.002|T1486,IDS-20250324-582EA607,32,analyst_06,account_disable,0,True,Port scan sourced from internal pentesting team. Documented and closed.,https://attack.mitre.org/techniques/T1566/002/
INC-20250208-4851,2025-02-08 04:47:23.476,2025-02-08 08:47:23.481,high,resolved,DataExfil_HTTPS,ATM-KTM-001,user_5679,TA0009|TA0010,T1213|T1048.002,IDS-20250721-9E4A1BA4,48,analyst_04,firewall_block,0,True,False positive confirmed — traffic matches scheduled backup job pattern. Rule tuned to exclude backup subnet.,https://attack.mitre.org/techniques/T1213/
INC-20250208-1569,2025-02-08 06:50:42.029,2025-02-10 21:50:42.238,medium,resolved,DNS_Tunneling,WS-KTM-035|WS-PKR-005|WS-KTM-003,user_6568|user_3494,TA0011|TA0010,T1071.004|T1048.001,IDS-20250712-DA996810,76,analyst_06,network_isolation,0,True,Isolated affected host and rotated credentials. Confirmed C2 channel via JA3 hash match. Blocked external IP at perimeter firewall.,https://attack.mitre.org/techniques/T1071/004/
